food_name,food_table_name,food_table_category_id
塩分調整たいぷ,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,04
塩分調整タイプ,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,04
だいず　　大豆たんぱく　繊維状大豆たんぱく,だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,04
だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,04
繊維状大豆たんぱく,だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,04
だいず　　湯葉　生,だいず　［その他］　湯葉　生,04
だいず　［その他］　湯葉　生,だいず　［その他］　湯葉　生,04
だいず　　湯葉　干し　乾,だいず　［その他］　湯葉　干し　乾,04
だいず　［その他］　湯葉　干し　乾,だいず　［その他］　湯葉　干し　乾,04
だいず　　湯葉　干し　湯戻し,だいず　［その他］　湯葉　干し　湯戻し,04
だいず　［その他］　湯葉　干し　湯戻し,だいず　［その他］　湯葉　干し　湯戻し,04
湯戻し,だいず　［その他］　湯葉　干し　湯戻し,04
だいず　　金山寺みそ,だいず　［その他］　金山寺みそ,04
だいず　［その他］　金山寺みそ,だいず　［その他］　金山寺みそ,04
金山寺みそ,だいず　［その他］　金山寺みそ,04
だいず　　ひしおみそ,だいず　［その他］　ひしおみそ,04
だいず　［その他］　ひしおみそ,だいず　［その他］　ひしおみそ,04
ひしおみそ,だいず　［その他］　ひしおみそ,04
だいず　　てんぺ,だいず　［その他］　テンペ,04
だいず　　テンペ,だいず　［その他］　テンペ,04
だいず　［その他］　テンペ,だいず　［その他］　テンペ,04
てんぺ,だいず　［その他］　テンペ,04
テンペ,だいず　［その他］　テンペ,04
つるあずき　全粒　乾,つるあずき　全粒　乾,04
つるあずき　全粒　ゆで,つるあずき　全粒　ゆで,04
ひよこまめ　全粒　乾,ひよこまめ　全粒　乾,04
ひよこまめ　全粒　ゆで,ひよこまめ　全粒　ゆで,04
ひよこまめ　全粒　ふらい　味付け,ひよこまめ　全粒　フライ　味付け,04
ひよこまめ　全粒　フライ　味付け,ひよこまめ　全粒　フライ　味付け,04
べにばないんげん　全粒　乾,べにばないんげん　全粒　乾,04
べにばないんげん　全粒　ゆで,べにばないんげん　全粒　ゆで,04
やぶまめ　乾,やぶまめ　乾,04
らいまめ　全粒　乾,らいまめ　全粒　乾,04
らいまめ　全粒　ゆで,らいまめ　全粒　ゆで,04
りょくとう　全粒　乾,りょくとう　全粒　乾,04
りょくとう　全粒　ゆで,りょくとう　全粒　ゆで,04
れんずまめ　全粒　乾,レンズまめ　全粒　乾,04
レンズまめ　全粒　乾,レンズまめ　全粒　乾,04
れんずまめ　全粒　ゆで,レンズまめ　全粒　ゆで,04
レンズまめ　全粒　ゆで,レンズまめ　全粒　ゆで,04
あーもんど　乾,アーモンド　乾,05
アーモンド　乾,アーモンド　乾,05
あーもんど　ふらい　味付け,アーモンド　フライ　味付け,05
アーモンド　フライ　味付け,アーモンド　フライ　味付け,05
あーもんど　いり　無塩,アーモンド　いり　無塩,05
アーモンド　いり　無塩,アーモンド　いり　無塩,05
あさ,あさ　乾,05
あさ　乾,あさ　乾,05
あまに,あまに　いり,05
あまに　いり,あまに　いり,05
あぶらえ,えごま　乾,05
えごま,えごま　乾,05
えごま　乾,えごま　乾,05
かしゅーなっつ,カシューナッツ　フライ　味付け,05
かしゅーなっつ　ふらい　味付け,カシューナッツ　フライ　味付け,05
カシューナッツ,カシューナッツ　フライ　味付け,05
カシューナッツ　フライ　味付け,カシューナッツ　フライ　味付け,05
かぼちゃ,かぼちゃ　いり　味付け,05
かぼちゃ　いり　味付け,かぼちゃ　いり　味付け,05
かや,かや　いり,05
かや　いり,かや　いり,05
ぎんなん　生,ぎんなん　生,05
ぎんなん　ゆで,ぎんなん　ゆで,05
包丁むき,（くり類）　日本ぐり　生,05
日本ぐり　生,（くり類）　日本ぐり　生,05
（くり類）　日本ぐり　生,（くり類）　日本ぐり　生,05
日本ぐり　ゆで,（くり類）　日本ぐり　ゆで,05
（くり類）　日本ぐり　ゆで,（くり類）　日本ぐり　ゆで,05
日本ぐり　甘露煮,（くり類）　日本ぐり　甘露煮,05
（くり類）　日本ぐり　甘露煮,（くり類）　日本ぐり　甘露煮,05
あまぐり,（くり類）　中国ぐり　甘ぐり,05
中国ぐり,（くり類）　中国ぐり　甘ぐり,05
中国ぐり　甘ぐり,（くり類）　中国ぐり　甘ぐり,05
甘ぐり,（くり類）　中国ぐり　甘ぐり,05
（くり類）　中国ぐり　甘ぐり,（くり類）　中国ぐり　甘ぐり,05
くるみ,くるみ　いり,05
くるみ　いり,くるみ　いり,05
けし,けし　乾,05
けし　乾,けし　乾,05
ぽぴーしーど,けし　乾,05
ポピーシード,けし　乾,05
ここなっつ　ここなっつぱうだー,ココナッツ　ココナッツパウダー,05
ここなっつぱうだー,ココナッツ　ココナッツパウダー,05
ココナッツ　ココナッツパウダー,ココナッツ　ココナッツパウダー,05
ココナッツパウダー,ココナッツ　ココナッツパウダー,05
ごま　乾,ごま　乾,05
ごま　いり,ごま　いり,05
ごま　むき,ごま　むき,05
むき,ごま　むき,05
ごま　ねり,ごま　ねり,05
ねり,ごま　ねり,05
こじい,しい　生,05
しい,しい　生,05
しい　生,しい　生,05
すいか　いり　味付け,すいか　いり　味付け,05
ちあしーど,チアシード　乾,05
ちあしーど　乾,チアシード　乾,05
チアシード,チアシード　乾,05
チアシード　乾,チアシード　乾,05
とち,とち　蒸し,05
とち　蒸し,とち　蒸し,05
はす　未熟　生,はす　未熟　生,05
はす　成熟　乾,はす　成熟　乾,05
はす　成熟　ゆで,はす　成熟　ゆで,05
ひし,（ひし類）　ひし　生,05
ひし　生,（ひし類）　ひし　生,05
（ひし類）　ひし　生,（ひし類）　ひし　生,05
とうびし　生,（ひし類）　とうびし　生,05
（ひし類）　とうびし　生,（ひし類）　とうびし　生,05
とうびし　ゆで,（ひし類）　とうびし　ゆで,05
（ひし類）　とうびし　ゆで,（ひし類）　とうびし　ゆで,05
ぴすたちお,ピスタチオ　いり　味付け,05
ぴすたちお　いり　味付け,ピスタチオ　いり　味付け,05
ピスタチオ,ピスタチオ　いり　味付け,05
ピスタチオ　いり　味付け,ピスタチオ　いり　味付け,05
ひまわり,ひまわり　フライ　味付け,05
ひまわり　ふらい　味付け,ひまわり　フライ　味付け,05
ひまわり　フライ　味付け,ひまわり　フライ　味付け,05
ぶらじるなっつ,ブラジルナッツ　フライ　味付け,05
ぶらじるなっつ　ふらい　味付け,ブラジルナッツ　フライ　味付け,05
ブラジルナッツ,ブラジルナッツ　フライ　味付け,05
ブラジルナッツ　フライ　味付け,ブラジルナッツ　フライ　味付け,05
ふぃるばーと,ヘーゼルナッツ　フライ　味付け,05
へいぜるなっつ,ヘーゼルナッツ　フライ　味付け,05
へーぜるなっつ,ヘーゼルナッツ　フライ　味付け,05
へーぜるなっつ　ふらい　味付け,ヘーゼルナッツ　フライ　味付け,05
フィルバート,ヘーゼルナッツ　フライ　味付け,05
ヘイゼルナッツ,ヘーゼルナッツ　フライ　味付け,05
ヘーゼルナッツ,ヘーゼルナッツ　フライ　味付け,05
ヘーゼルナッツ　フライ　味付け,ヘーゼルナッツ　フライ　味付け,05
西洋はしばみ,ヘーゼルナッツ　フライ　味付け,05
ぺかん,ペカン　フライ　味付け,05
ぺかん　ふらい　味付け,ペカン　フライ　味付け,05
ペカン,ペカン　フライ　味付け,05
ペカン　フライ　味付け,ペカン　フライ　味付け,05
まかだみあなっつ,マカダミアナッツ　いり　味付け,05
まかだみあなっつ　いり　味付け,マカダミアナッツ　いり　味付け,05
マカダミアナッツ,マカダミアナッツ　いり　味付け,05
マカダミアナッツ　いり　味付け,マカダミアナッツ　いり　味付け,05
まつ　生,まつ　生,05
まつ　いり,まつ　いり,05
らっかせい　大粒種　乾,らっかせい　大粒種　乾,05
らっかせい　大粒種　いり,らっかせい　大粒種　いり,05
らっかせい　小粒種　乾,らっかせい　小粒種　乾,05
らっかせい　小粒種　いり,らっかせい　小粒種　いり,05
ばたーぴーなっつ,らっかせい　バターピーナッツ,05
らっかせい　ばたーぴーなっつ,らっかせい　バターピーナッツ,05
らっかせい　バターピーナッツ,らっかせい　バターピーナッツ,05
バターピーナッツ,らっかせい　バターピーナッツ,05
ぴーなっつばたー,らっかせい　ピーナッツバター,05
らっかせい　ぴーなっつばたー,らっかせい　ピーナッツバター,05
らっかせい　ピーナッツバター,らっかせい　ピーナッツバター,05
ピーナッツバター,らっかせい　ピーナッツバター,05
あーてぃちょーく　花らい　生,アーティチョーク　花らい　生,06
アーティチョーク　花らい　生,アーティチョーク　花らい　生,06
あーてぃちょーく　花らい　ゆで,アーティチョーク　花らい　ゆで,06
アーティチョーク　花らい　ゆで,アーティチョーク　花らい　ゆで,06
あいすぷらんと,アイスプラント　生,06
あいすぷらんと　生,アイスプラント　生,06
アイスプラント,アイスプラント　生,06
アイスプラント　生,アイスプラント　生,06
あさつき　葉　生,あさつき　葉　生,06
あさつき　葉　ゆで,あさつき　葉　ゆで,06
あしたば　茎葉　生,あしたば　茎葉　生,06
あしたば　茎葉　ゆで,あしたば　茎葉　ゆで,06
あすぱらがす　若茎　生,アスパラガス　若茎　生,06
アスパラガス　若茎　生,アスパラガス　若茎　生,06
あすぱらがす　若茎　ゆで,アスパラガス　若茎　ゆで,06
アスパラガス　若茎　ゆで,アスパラガス　若茎　ゆで,06
あすぱらがす　若茎　油いため,アスパラガス　若茎　油いため,06
アスパラガス　若茎　油いため,アスパラガス　若茎　油いため,06
あすぱらがす　水煮缶詰,アスパラガス　水煮缶詰,06
アスパラガス　水煮缶詰,アスパラガス　水煮缶詰,06
あろえ,アロエ　葉　生,06
あろえ　葉　生,アロエ　葉　生,06
アロエ,アロエ　葉　生,06
アロエ　葉　生,アロエ　葉　生,06
いんげんまめ　さやいんげん　若ざや　生,いんげんまめ　さやいんげん　若ざや　生,06
いんげんまめ　さやいんげん　若ざや　ゆで,いんげんまめ　さやいんげん　若ざや　ゆで,06
うど　茎　生,（うど類）　うど　茎　生,06
（うど類）　うど　茎　生,（うど類）　うど　茎　生,06
うど　茎　水さらし,（うど類）　うど　茎　水さらし,06
（うど類）　うど　茎　水さらし,（うど類）　うど　茎　水さらし,06
やまうど,（うど類）　やまうど　茎　生,06
やまうど　茎　生,（うど類）　やまうど　茎　生,06
（うど類）　やまうど　茎　生,（うど類）　やまうど　茎　生,06
あまな,うるい　葉　生,06
うりっぱ,うるい　葉　生,06
うるい,うるい　葉　生,06
うるい　葉　生,うるい　葉　生,06
ぎんぼ等,うるい　葉　生,06
アマナ,うるい　葉　生,06
ウリッパ,うるい　葉　生,06
ギンボ等,うるい　葉　生,06
えだまめ　生,えだまめ　生,06
えだまめ　ゆで,えだまめ　ゆで,06
えだまめ　冷凍,えだまめ　冷凍,06
えんだいぶ,エンダイブ　葉　生,06
えんだいぶ　葉　生,エンダイブ　葉　生,06
きくちしゃ,エンダイブ　葉　生,06
しこれ,エンダイブ　葉　生,06
にがちしゃ,エンダイブ　葉　生,06
エンダイブ,エンダイブ　葉　生,06
エンダイブ　葉　生,エンダイブ　葉　生,06
シコレ,エンダイブ　葉　生,06
とうみょう　茎葉　生,（えんどう類）　トウミョウ　茎葉　生,06
トウミョウ　茎葉　生,（えんどう類）　トウミョウ　茎葉　生,06
（えんどう類）　トウミョウ　茎葉　生,（えんどう類）　トウミョウ　茎葉　生,06
とうみょう　芽ばえ　生,（えんどう類）　トウミョウ　芽ばえ　生,06
トウミョウ　芽ばえ　生,（えんどう類）　トウミョウ　芽ばえ　生,06
（えんどう類）　トウミョウ　芽ばえ　生,（えんどう類）　トウミョウ　芽ばえ　生,06
とうみょう　芽ばえ　ゆで,（えんどう類）　トウミョウ　芽ばえ　ゆで,06
トウミョウ　芽ばえ　ゆで,（えんどう類）　トウミョウ　芽ばえ　ゆで,06
（えんどう類）　トウミョウ　芽ばえ　ゆで,（えんどう類）　トウミョウ　芽ばえ　ゆで,06
とうみょう　芽ばえ　油いため,（えんどう類）　トウミョウ　芽ばえ　油いため,06
トウミョウ　芽ばえ　油いため,（えんどう類）　トウミョウ　芽ばえ　油いため,06
（えんどう類）　トウミョウ　芽ばえ　油いため,（えんどう類）　トウミョウ　芽ばえ　油いため,06
さやえんどう　若ざや　生,（えんどう類）　さやえんどう　若ざや　生,06
（えんどう類）　さやえんどう　若ざや　生,（えんどう類）　さやえんどう　若ざや　生,06
さやえんどう　若ざや　ゆで,（えんどう類）　さやえんどう　若ざや　ゆで,06
（えんどう類）　さやえんどう　若ざや　ゆで,（えんどう類）　さやえんどう　若ざや　ゆで,06
すなっくえんどう,（えんどう類）　スナップえんどう　若ざや　生,06
すなっぷえんどう,（えんどう類）　スナップえんどう　若ざや　生,06
すなっぷえんどう　若ざや　生,（えんどう類）　スナップえんどう　若ざや　生,06
スナックえんどう,（えんどう類）　スナップえんどう　若ざや　生,06
スナップえんどう,（えんどう類）　スナップえんどう　若ざや　生,06
スナップえんどう　若ざや　生,（えんどう類）　スナップえんどう　若ざや　生,06
（えんどう類）　スナップえんどう　若ざや　生,（えんどう類）　スナップえんどう　若ざや　生,06
ぐりんぴーす　生,（えんどう類）　グリンピース　生,06
さやつきの場合,（えんどう類）　グリンピース　生,06
さやつきの場合　廃棄率：55%,（えんどう類）　グリンピース　生,06
グリンピース　生,（えんどう類）　グリンピース　生,06
廃棄率：55%,（えんどう類）　グリンピース　生,06
（えんどう類）　グリンピース　生,（えんどう類）　グリンピース　生,06
ぐりんぴーす　ゆで,（えんどう類）　グリンピース　ゆで,06
グリンピース　ゆで,（えんどう類）　グリンピース　ゆで,06
（えんどう類）　グリンピース　ゆで,（えんどう類）　グリンピース　ゆで,06
ぐりんぴーす　冷凍,（えんどう類）　グリンピース　冷凍,06
グリンピース　冷凍,（えんどう類）　グリンピース　冷凍,06
（えんどう類）　グリンピース　冷凍,（えんどう類）　グリンピース　冷凍,06
ぐりんぴーす　冷凍　ゆで,（えんどう類）　グリンピース　冷凍　ゆで,06
グリンピース　冷凍　ゆで,（えんどう類）　グリンピース　冷凍　ゆで,06
（えんどう類）　グリンピース　冷凍　ゆで,（えんどう類）　グリンピース　冷凍　ゆで,06
ぐりんぴーす　冷凍　油いため,（えんどう類）　グリンピース　冷凍　油いため,06
グリンピース　冷凍　油いため,（えんどう類）　グリンピース　冷凍　油いため,06
（えんどう類）　グリンピース　冷凍　油いため,（えんどう類）　グリンピース　冷凍　油いため,06
ぐりんぴーす　水煮缶詰,（えんどう類）　グリンピース　水煮缶詰,06
グリンピース　水煮缶詰,（えんどう類）　グリンピース　水煮缶詰,06
（えんどう類）　グリンピース　水煮缶詰,（えんどう類）　グリンピース　水煮缶詰,06
おおさかしろな　葉　生,おおさかしろな　葉　生,06
おおさかしろな　葉　ゆで,おおさかしろな　葉　ゆで,06
おおさかしろな　塩漬,おおさかしろな　塩漬,06
おかひじき　茎葉　生,おかひじき　茎葉　生,06
おかひじき　茎葉　ゆで,おかひじき　茎葉　ゆで,06
おくら　果実　生,オクラ　果実　生,06
オクラ　果実　生,オクラ　果実　生,06
おくら　果実　ゆで,オクラ　果実　ゆで,06
オクラ　果実　ゆで,オクラ　果実　ゆで,06
かぶ　葉　生,かぶ　葉　生,06
かぶ　葉　ゆで,かぶ　葉　ゆで,06
かぶ　根　皮つき　生,かぶ　根　皮つき　生,06
かぶ　根　皮つき　ゆで,かぶ　根　皮つき　ゆで,06
かぶ　根　皮なし　生,かぶ　根　皮なし　生,06
かぶ　根　皮なし　ゆで,かぶ　根　皮なし　ゆで,06
かぶ　漬物　塩漬　葉,かぶ　漬物　塩漬　葉,06
かぶ　漬物　塩漬　根　皮つき,かぶ　漬物　塩漬　根　皮つき,06
かぶ　漬物　塩漬　根　皮なし,かぶ　漬物　塩漬　根　皮なし,06
かぶ　漬物　ぬかみそ漬　葉,かぶ　漬物　ぬかみそ漬　葉,06
かぶ　漬物　ぬかみそ漬　根　皮つき,かぶ　漬物　ぬかみそ漬　根　皮つき,06
かぶ　漬物　ぬかみそ漬　根　皮なし,かぶ　漬物　ぬかみそ漬　根　皮なし,06
日本かぼちゃ　果実　生,（かぼちゃ類）　日本かぼちゃ　果実　生,06
（かぼちゃ類）　日本かぼちゃ　果実　生,（かぼちゃ類）　日本かぼちゃ　果実　生,06
日本かぼちゃ　果実　ゆで,（かぼちゃ類）　日本かぼちゃ　果実　ゆで,06
（かぼちゃ類）　日本かぼちゃ　果実　ゆで,（かぼちゃ類）　日本かぼちゃ　果実　ゆで,06
西洋かぼちゃ　果実　生,（かぼちゃ類）　西洋かぼちゃ　果実　生,06
（かぼちゃ類）　西洋かぼちゃ　果実　生,（かぼちゃ類）　西洋かぼちゃ　果実　生,06
西洋かぼちゃ　果実　ゆで,（かぼちゃ類）　西洋かぼちゃ　果実　ゆで,06
（かぼちゃ類）　西洋かぼちゃ　果実　ゆで,（かぼちゃ類）　西洋かぼちゃ　果実　ゆで,06
西洋かぼちゃ　果実　焼き,（かぼちゃ類）　西洋かぼちゃ　果実　焼き,06
（かぼちゃ類）　西洋かぼちゃ　果実　焼き,（かぼちゃ類）　西洋かぼちゃ　果実　焼き,06
西洋かぼちゃ　果実　冷凍,（かぼちゃ類）　西洋かぼちゃ　果実　冷凍,06
（かぼちゃ類）　西洋かぼちゃ　果実　冷凍,（かぼちゃ類）　西洋かぼちゃ　果実　冷凍,06
いとかぼちゃ,（かぼちゃ類）　そうめんかぼちゃ　果実　生,06
きんしうり,（かぼちゃ類）　そうめんかぼちゃ　果実　生,06
そうめんうり,（かぼちゃ類）　そうめんかぼちゃ　果実　生,06
そうめんかぼちゃ,（かぼちゃ類）　そうめんかぼちゃ　果実　生,06
そうめんかぼちゃ　果実　生,（かぼちゃ類）　そうめんかぼちゃ　果実　生,06
ぺぽかぼちゃ,（かぼちゃ類）　そうめんかぼちゃ　果実　生,06
（かぼちゃ類）　そうめんかぼちゃ　果実　生,（かぼちゃ類）　そうめんかぼちゃ　果実　生,06
からしな　葉　生,からしな　葉　生,06
からしな　塩漬,からしな　塩漬,06
かりふらわー　花序　生,カリフラワー　花序　生,06
カリフラワー　花序　生,カリフラワー　花序　生,06
かりふらわー　花序　ゆで,カリフラワー　花序　ゆで,06
カリフラワー　花序　ゆで,カリフラワー　花序　ゆで,06
かんぴょう　乾,かんぴょう　乾,06
かんぴょう　ゆで,かんぴょう　ゆで,06
かんぴょう　甘煮,かんぴょう　甘煮,06
きく　花びら　生,きく　花びら　生,06
きく　花びら　ゆで,きく　花びら　ゆで,06
きく　菊のり,きく　菊のり,06
乾燥食用ぎく,きく　菊のり,06
菊のり,きく　菊のり,06
きゃべつ　結球葉　生,（キャベツ類）　キャベツ　結球葉　生,06
キャベツ　結球葉　生,（キャベツ類）　キャベツ　結球葉　生,06
（キャベツ類）　キャベツ　結球葉　生,（キャベツ類）　キャベツ　結球葉　生,06
きゃべつ　結球葉　ゆで,（キャベツ類）　キャベツ　結球葉　ゆで,06
キャベツ　結球葉　ゆで,（キャベツ類）　キャベツ　結球葉　ゆで,06
（キャベツ類）　キャベツ　結球葉　ゆで,（キャベツ類）　キャベツ　結球葉　ゆで,06
きゃべつ　結球葉　油いため,（キャベツ類）　キャベツ　結球葉　油いため,06
キャベツ　結球葉　油いため,（キャベツ類）　キャベツ　結球葉　油いため,06
（キャベツ類）　キャベツ　結球葉　油いため,（キャベツ類）　キャベツ　結球葉　油いため,06
きゃべつ　結球葉　かっと　常法洗浄,（キャベツ類）　キャベツ　結球葉　カット　常法洗浄,06
キャベツ　結球葉　カット　常法洗浄,（キャベツ類）　キャベツ　結球葉　カット　常法洗浄,06
（キャベツ類）　キャベツ　結球葉　カット　常法洗浄,（キャベツ類）　キャベツ　結球葉　カット　常法洗浄,06
きゃべつ　結球葉　かっと　次亜塩素酸洗浄,（キャベツ類）　キャベツ　結球葉　カット　次亜塩素酸洗浄,06
キャベツ　結球葉　カット　次亜塩素酸洗浄,（キャベツ類）　キャベツ　結球葉　カット　次亜塩素酸洗浄,06
（キャベツ類）　キャベツ　結球葉　カット　次亜塩素酸洗浄,（キャベツ類）　キャベツ　結球葉　カット　次亜塩素酸洗浄,06
ぐりーんぼーる,（キャベツ類）　グリーンボール　結球葉　生,06
ぐりーんぼーる　結球葉　生,（キャベツ類）　グリーンボール　結球葉　生,06
グリーンボール,（キャベツ類）　グリーンボール　結球葉　生,06
グリーンボール　結球葉　生,（キャベツ類）　グリーンボール　結球葉　生,06
（キャベツ類）　グリーンボール　結球葉　生,（キャベツ類）　グリーンボール　結球葉　生,06
れっどきゃべつ,（キャベツ類）　レッドキャベツ　結球葉　生,06
れっどきゃべつ　結球葉　生,（キャベツ類）　レッドキャベツ　結球葉　生,06
レッドキャベツ,（キャベツ類）　レッドキャベツ　結球葉　生,06
レッドキャベツ　結球葉　生,（キャベツ類）　レッドキャベツ　結球葉　生,06
紫きゃべつ,（キャベツ類）　レッドキャベツ　結球葉　生,06
紫キャベツ,（キャベツ類）　レッドキャベツ　結球葉　生,06
赤きゃべつ,（キャベツ類）　レッドキャベツ　結球葉　生,06
赤キャベツ,（キャベツ類）　レッドキャベツ　結球葉　生,06
（キャベツ類）　レッドキャベツ　結球葉　生,（キャベツ類）　レッドキャベツ　結球葉　生,06
きゅうり　果実　生,きゅうり　果実　生,06
きゅうり　漬物　塩漬,きゅうり　漬物　塩漬,06
きゅうり　漬物　しょうゆ漬,きゅうり　漬物　しょうゆ漬,06
きゅうり　漬物　ぬかみそ漬,きゅうり　漬物　ぬかみそ漬,06
きゅうり　漬物　ぴくるす　すいーと型,きゅうり　漬物　ピクルス　スイート型,06
きゅうり　漬物　ピクルス　スイート型,きゅうり　漬物　ピクルス　スイート型,06
すいーと型,きゅうり　漬物　ピクルス　スイート型,06
スイート型,きゅうり　漬物　ピクルス　スイート型,06
きゅうり　漬物　ぴくるす　さわー型,きゅうり　漬物　ピクルス　サワー型,06
きゅうり　漬物　ピクルス　サワー型,きゅうり　漬物　ピクルス　サワー型,06
さわー型,きゅうり　漬物　ピクルス　サワー型,06
サワー型,きゅうり　漬物　ピクルス　サワー型,06
あいぬねぎ,ぎょうじゃにんにく　葉　生,06
ぎょうじゃにんにく,ぎょうじゃにんにく　葉　生,06
ぎょうじゃにんにく　葉　生,ぎょうじゃにんにく　葉　生,06
ひとびろ,ぎょうじゃにんにく　葉　生,06
やまびる,ぎょうじゃにんにく　葉　生,06
アイヌねぎ,ぎょうじゃにんにく　葉　生,06
ヒトビロ,ぎょうじゃにんにく　葉　生,06
きんさい　茎葉　生,キンサイ　茎葉　生,06
キンサイ　茎葉　生,キンサイ　茎葉　生,06
きんさい　茎葉　ゆで,キンサイ　茎葉　ゆで,06
キンサイ　茎葉　ゆで,キンサイ　茎葉　ゆで,06
おらんだがらし,クレソン　茎葉　生,06
おらんだみずがらし,クレソン　茎葉　生,06
くれそん,クレソン　茎葉　生,06
くれそん　茎葉　生,クレソン　茎葉　生,06
オランダがらし,クレソン　茎葉　生,06
オランダみずがらし,クレソン　茎葉　生,06
クレソン,クレソン　茎葉　生,06
クレソン　茎葉　生,クレソン　茎葉　生,06
くわい　塊茎　生,くわい　塊茎　生,06
くわい　塊茎　ゆで,くわい　塊茎　ゆで,06
けーる　葉　生,ケール　葉　生,06
はごろもかんらん,ケール　葉　生,06
ケール　葉　生,ケール　葉　生,06
葉きゃべつ,ケール　葉　生,06
葉キャベツ,ケール　葉　生,06
こーるらび　球茎　生,コールラビ　球茎　生,06
コールラビ　球茎　生,コールラビ　球茎　生,06
こーるらび　球茎　ゆで,コールラビ　球茎　ゆで,06
コールラビ　球茎　ゆで,コールラビ　球茎　ゆで,06
くさそてつ,こごみ　若芽　生,06
こごみ,こごみ　若芽　生,06
こごみ　若芽　生,こごみ　若芽　生,06
こごめ,こごみ　若芽　生,06
ごぼう　根　生,（ごぼう類）　ごぼう　根　生,06
（ごぼう類）　ごぼう　根　生,（ごぼう類）　ごぼう　根　生,06
ごぼう　根　ゆで,（ごぼう類）　ごぼう　根　ゆで,06
（ごぼう類）　ごぼう　根　ゆで,（ごぼう類）　ごぼう　根　ゆで,06
堀川ごぼう,（ごぼう類）　堀川ごぼう　根　生,06
堀川ごぼう　根　生,（ごぼう類）　堀川ごぼう　根　生,06
細い根,（ごぼう類）　堀川ごぼう　根　生,06
（ごぼう類）　堀川ごぼう　根　生,（ごぼう類）　堀川ごぼう　根　生,06
こまつな　葉　生,こまつな　葉　生,06
こまつな　葉　ゆで,こまつな　葉　ゆで,06
こりあんだー,コリアンダー　葉　生,06
こりあんだー　葉　生,コリアンダー　葉　生,06
しゃんつぁい,コリアンダー　葉　生,06
ぱくちー,コリアンダー　葉　生,06
コリアンダー,コリアンダー　葉　生,06
コリアンダー　葉　生,コリアンダー　葉　生,06
シャンツァイ,コリアンダー　葉　生,06
パクチー,コリアンダー　葉　生,06
香菜,コリアンダー　葉　生,06
香菜（シャンツァイ）,コリアンダー　葉　生,06
ざーさい,ザーサイ　漬物,06
ざーさい　漬物,ザーサイ　漬物,06
だいしんさい,ザーサイ　漬物,06
ザーサイ,ザーサイ　漬物,06
ザーサイ　漬物,ザーサイ　漬物,06
ダイシンサイ,ザーサイ　漬物,06
さんとうさい　葉　生,さんとうさい　葉　生,06
さんとうさい　葉　ゆで,さんとうさい　葉　ゆで,06
さんとうさい　塩漬,さんとうさい　塩漬,06
しかくまめ,しかくまめ　若ざや　生,06
しかくまめ　若ざや　生,しかくまめ　若ざや　生,06
ししとう　果実　生,（ししとう類）　ししとう　果実　生,06
（ししとう類）　ししとう　果実　生,（ししとう類）　ししとう　果実　生,06
ししとう　果実　油いため,（ししとう類）　ししとう　果実　油いため,06
（ししとう類）　ししとう　果実　油いため,（ししとう類）　ししとう　果実　油いため,06
万願寺とうがらし,（ししとう類）　万願寺とうがらし　果実　生,06
万願寺とうがらし　果実　生,（ししとう類）　万願寺とうがらし　果実　生,06
（ししとう類）　万願寺とうがらし　果実　生,（ししとう類）　万願寺とうがらし　果実　生,06
しそ　葉　生,しそ　葉　生,06
しそ　実　生,しそ　実　生,06
じゅうろくささげ　若ざや　生,じゅうろくささげ　若ざや　生,06
じゅうろくささげ　若ざや　ゆで,じゅうろくささげ　若ざや　ゆで,06
しゅんぎく　葉　生,しゅんぎく　葉　生,06
しゅんぎく　葉　ゆで,しゅんぎく　葉　ゆで,06
じゅんさい,じゅんさい　若葉　水煮びん詰,06
じゅんさい　若葉　水煮びん詰,じゅんさい　若葉　水煮びん詰,06
水煮びん詰,じゅんさい　若葉　水煮びん詰,06
若葉,じゅんさい　若葉　水煮びん詰,06
はじかみ,（しょうが類）　葉しょうが　根茎　生,06
盆しょうが,（しょうが類）　葉しょうが　根茎　生,06
葉しょうが,（しょうが類）　葉しょうが　根茎　生,06
葉しょうが　根茎　生,（しょうが類）　葉しょうが　根茎　生,06
（しょうが類）　葉しょうが　根茎　生,（しょうが類）　葉しょうが　根茎　生,06
しょうが　根茎　皮なし　生,（しょうが類）　しょうが　根茎　皮なし　生,06
（しょうが類）　しょうが　根茎　皮なし　生,（しょうが類）　しょうが　根茎　皮なし　生,06
しょうが　根茎　皮なし　生　おろし,（しょうが類）　しょうが　根茎　皮なし　生　おろし,06
（しょうが類）　しょうが　根茎　皮なし　生　おろし,（しょうが類）　しょうが　根茎　皮なし　生　おろし,06
しょうが　根茎　皮なし　生　おろし汁,（しょうが類）　しょうが　根茎　皮なし　生　おろし汁,06
（しょうが類）　しょうが　根茎　皮なし　生　おろし汁,（しょうが類）　しょうが　根茎　皮なし　生　おろし汁,06
しょうが　漬物　酢漬,（しょうが類）　しょうが　漬物　酢漬,06
紅しょうが,（しょうが類）　しょうが　漬物　酢漬,06
